20
940,19
88,19
402,19
790,19
-1,18
492,19
520,19
210,19
584,19
987,19
345,19
725,19
651,20
841,19
943,19
862,19
241,19
351,18
817,19
212,19
602,18
209,19
65,19
323,19
438,19
549,19
945,20
580,19
787,19
1000,18
526,19
244,19
-1,19
604,19
933,19
639,19
92,18
311,19
853,18
603,19
165,19
946,19
520,20
387,19
351,18
871,19
830,18
653,19
329,19
27,19
56,19
631,19
304,18
197,19
699,20
507,19
291,20
580,19
336,19
192,19
442,18
-1,18
220,19
903,19
408,19
323,20
378,18
348,20
644,19
170,20
398,18
96,19
850,19
837,18
553,19
548,19
233,18
290,19
185,19
688,19
231,19
430,18
926,18
195,20
945,19
876,19
928,19
413,18
18,18
163,20
729,19
746,18
984,18
362,19
28,19
-1,19
559,18
-1,18
813,18
149,19
796,19
422,20
224,19
810,18
403,20
650,20
451,20
367,19
-1,19
683,18
567,19
622,19
110,19
918,19
774,18
427,19
952,19
248,19
289,19
682,19
351,19
952,19
733,19
400,19
-1,19
705,18
562,19
529,19
488,19
878,19
262,20
202,19
905,19
815,18
854,20
341,19
110,19
936,19
50,18
685,17
607,19
102,18
820,18
601,18
173,18
87,19
225,19
582,19
177,19
85,19
728,19
759,18
-1,18
507,19
405,19
756,18
510,19
730,18
737,19
573,19
288,20
27,18
992,19
504,19
87,20
760,19
831,20
565,19
271,18
89,20
123,19
-1,19
426,19
268,19
869,19
-1,19
525,20
-1,18
703,19
336,18
886,19
925,17
421,18
61,18
232,19
75,19
644,20
185,19
558,19
681,18
203,19
285,20
693,19
-1,18
892,19
273,19
931,19
510,19
80,19
341,19
426,19
982,19
475,18
667,20
734,19
182,19
702,19
-1,19
320,18
657,19
270,20
18,19
651,18
742,19
397,18
-1,19
751,19
726,19
558,18
671,18
122,19
918,18
213,19
312,18
218,18
103,18
809,19
874,19
61,18
186,20
860,19
749,19
563,19
662,19
-1,19
611,20
562,20
410,19
-1,18
93,19
646,18
830,18
69,19
658,19
904,19
915,19
173,19
803,19
959,20
-1,18
877,19
880,18
688,18
171,19
312,19
863,19
726,19
124,20
180,20
284,20
588,18
41,19
139,18
199,19
248,20
134,19
289,19
61,18
929,19
910,19
459,19
679,18
851,19
854,19
89,19
745,19
551,19
738,19
405,19
405,19
655,18
785,19
57,19
222,19
403,19
623,19
937,19
961,20
872,18
591,19
776,19
-1,18
219,18
763,19
41,19
124,19
717,18
471,19
211,19
310,19
201,19
-1,18
265,19
808,18
-1,18
137,20
727,18
618,18
135,18
838,18
932,18
40,20
941,18
353,20
-1,19
-1,19
1,19
378,19
128,18
264,19
-1,18
628,18
999,18
404,18
383,19
812,19
271,18
194,20
692,19
-1,18
241,19
349,19
647,19
925,18
899,19
79,19
859,19
93,19
33,19
525,19
657,19
987,19
212,18
726,19
-1,19
974,19
650,19
166,18
774,19
209,19
404,18
982,19
492,19
870,19
153,18
15,19
544,19
208,19
483,19
979,19
691,18
265,20
655,18
930,19
17,18
60,18
941,17
442,19
851,19
252,19
11,20
759,18
183,19
594,19
591,19
506,19
-1,18
345,19
808,20
275,19
590,19
236,19
450,19
-1,18
397,18
451,18
928,19
557,19
161,19
684,19
245,19
736,19
864,19
805,18
302,19
890,19
410,20
635,20
899,18
581,18
669,19
458,19
917,19
204,19
39,19
695,18
487,18
192,18
792,19
239,19
904,19
875,19
793,19
807,19
294,19
773,19
940,19
165,19
162,18
57,18
559,18
493,18
830,18
577,18
329,18
846,19
102,18
226,19
296,18
988,19
82,19
85,19
727,19
503,18
91,19
110,19
359,19
208,19
771,18
828,19
582,20
435,19
215,18
363,20
605,19
657,19
-1,19
908,18
551,19
417,19
564,19
222,19
433,19
121,18
345,19
207,19
228,19
192,19
404,20
655,19
147,18
546,19
691,19
819,20
647,18
252,19
190,19
461,19
732,19
318,18
445,19
569,18
822,18
740,19
-1,18
435,18
479,19
446,20
446,19
590,19
515,18
617,19
183,18
673,19
387,18
276,19
528,19
181,17
40,19
493,19
111,19
-1,18
-1,18
145,18
852,20
-1,18
926,19
483,19
781,19
338,19
323,18
199,18
583,19
685,20
870,18
490,18
163,19
516,20
189,19
790,19
535,18
711,19
63,19
629,19
570,19
251,18
962,19
565,18
791,19
185,19
678,19
227,19
-1,18
994,19
867,19
842,19
596,19
917,19
260,19
512,19
486,18
487,19
100,20
-1,19
411,19
741,19
-1,18
818,19
84,18
283,19
6,18
542,19
524,18
398,20
938,19
-1,18
499,18
284,18
375,19
158,20
933,19
926,19
246,19
981,19
574,19
108,19
323,18
301,19
117,19
661,18
190,18
388,19
583,19
249,20
841,19
395,18
689,19
265,18
175,18
535,19
734,17
21,18
816,19
53,19
-1,18
207,18
267,18
501,18
897,19
36,20
250,19
784,18
439,18
146,19
-1,18
289,18
200,19
707,19
452,18
744,19
301,19
876,19
180,19
359,19
511,18
208,20
994,20
636,20
429,19
110,20
134,19
550,18
363,19
731,19
299,19
502,18
400,19
969,19
713,19
998,19
116,18
274,18
-1,19
849,19
948,18
657,19
764,19
418,19
-1,18
608,20
232,19
325,19
432,20
417,19
188,19
192,19
63,20
628,19
13,18
52,20
10,19
927,19
483,19
546,18
621,19
32,19
523,19
555,19
65,18
101,19
190,19
106,19
931,19
191,19
699,18
467,20
-1,19
997,20
181,19
909,18
72,19
570,18
690,20
-1,19
431,18
764,19
919,18
416,18
919,18
861,18
51,19
756,18
902,18
803,19
766,19
232,18
796,18
803,19
46,19
388,19
791,18
143,19
59,18
158,19
638,19
567,19
679,19
491,19
374,18
247,19
757,18
598,19
389,19
501,19
987,19
453,20
298,18
623,19
452,19
209,19
106,19
779,18
90,18
391,18
829,19
85,19
340,18
640,19
496,20
956,19
962,19
397,19
486,18
-1,18
313,19
933,18
639,18
21,19
638,19
178,19
500,19
670,19
37,19
550,19
677,19
850,18
435,19
957,20
867,19
524,19
943,19
587,18
120,19
327,19
710,19
-1,18
-1,19
281,19
931,19
123,18
53,19
666,19
134,19
56,19
263,19
-1,18
107,20
716,19
900,18
708,19
829,19
942,19
-1,19
565,18
39,19
-1,18
-1,19
596,18
518,19
980,19
365,18
167,18
947,19
560,19
5,18
733,19
231,19
829,18
786,19
2,18
319,19
292,19
847,19
597,18
551,18
388,20
654,19
-1,19
129,20
543,19
697,19
831,19
110,19
305,19
290,18
650,19
723,19
929,18
271,19
530,19
658,19
824,19
685,19
949,18
325,19
223,19
398,19
652,19
93,20
417,19
708,19
139,19
815,20
944,19
504,20
421,19
472,19
108,19
190,18
792,19
779,19
957,18
28,19
726,20
-1,17
423,18
385,19
770,20
896,18
36,19
905,18
311,19
984,19
802,19
632,18
188,19
833,19
640,19
576,18
589,20
722,18
85,19
504,19
872,19
712,19
295,19
488,19
864,19
112,19
47,19
750,19
815,19
72,18
213,18
374,19
390,19
6,19
2,18
695,19
335,19
928,18
598,18
701,19
908,19
9,19
61,17
327,19
418,19
666,19
857,19
997,19
938,19
685,18
401,18
534,19
817,19
226,19
800,19
459,19
896,19
810,19
359,19
948,18
294,19
-1,19
12,18
750,18
394,19
220,19
83,20
217,20
-1,19
-1,18
341,19
18,19
944,19
377,19
11,18
243,19
761,19
183,18
602,18
97,19
-1,19
504,19
823,19
643,20
156,19
49,18
671,19
457,18
731,19
162,19
304,19
663,19
735,19
745,18
317,19
932,19
465,19
249,20
477,19
997,19
-1,17
307,19
22,20
668,17
105,19
934,19
894,20
10,19
956,19
731,19
7,19
32,18
913,20
109,19
521,19
334,18
253,18
997,19
769,20
959,19
560,19
724,19
307,18
-1,19
-1,18
770,19
722,20
119,18
179,19
973,18
618,19
922,19
244,19
949,19
661,19
-1,19
-1,19
426,19
994,19
214,18
454,20
533,18
72,18
720,19
624,18
986,18
970,18
958,19
1000,18
599,19
359,19
518,20
232,19
662,20
16,19
56,19
299,19
903,20
76,20
314,20
314,19
764,19
220,20
755,19
9,19
638,19
213,19
627,18
661,19
581,19
72,18
602,19
497,19
508,19
446,19
298,18
246,18
726,19
-1,18
563,18
689,19
286,19
-1,19
-1,19
750,19
544,18
207,19
302,19
801,18
522,18
118,18
808,19
278,20
843,18
362,19
963,18
-1,18
428,19
904,19
537,19
-1,19
763,19
438,19
356,19
554,19
867,18
960,19
773,20
683,19
697,19
592,18
380,19
114,19
918,19
457,19
69,18
268,19
564,19
271,18
971,19
143,18
547,19
402,19
94,18
797,20
889,19
565,19
870,18
15,20
612,18
48,19
726,19
179,19
638,20
212,19
495,19
695,18
410,19
355,18
113,20
973,19
-1,18
-1,18
15,19
728,20
545,19
366,20
939,18
423,19
218,19
744,19
407,19
14,19
515,19
192,20
474,18
984,19
780,18
247,19
758,19
236,19
269,19
911,18
450,19
761,19
235,19
785,18
693,19
534,18
-1,19
127,20
879,19
644,19
533,19
-1,19
121,19
193,19
860,19
794,19
325,19
249,19
515,18
132,19
695,19
-1,18
453,18
730,18
415,18
13,18
439,18
474,19
921,20
410,19
120,19
26,20
657,18
177,19
165,20
263,18
742,19
648,19
568,19
303,19
14,19
615,19
893,19
946,20
840,18
800,20
753,19
109,19
165,19
582,19
141,19
649,20
273,19
371,18
653,19
8,18
260,19
157,19
80,19
150,19
596,20
1,19
894,19
234,19
334,19
643,18
73,19
316,20
678,19
38,19
-1,18
815,19
625,19
668,18
865,19
986,19
830,20
49,19
860,19
348,19
175,19
470,19
60,20
883,18
242,19
-1,19
811,18
419,20
188,18
-1,18
815,18
953,19
292,18
419,19
18,19
140,19
261,18
961,18
656,19
119,18
602,19
162,19
18,19
445,19
800,19
741,20
865,19
418,19
981,19
962,19
371,20
328,19
182,19
-1,18
61,18
237,18
682,20
520,19
689,19
311,19
126,20
881,19
775,19
189,19
231,18
426,19
580,19
819,19
477,19
854,19
447,18
677,19
774,18
182,19
771,18
729,19
365,19
112,19
277,18
11,19
381,18
470,19
677,19
917,19
829,19
830,19
192,18
457,19
541,19
843,19
377,19
681,18
27,18
183,19
5,19
112,19
120,19
628,18
111,18
950,19
14,19
-1,19
388,20
258,20
386,20
890,19
524,20
308,19
383,19
96,20
188,19
515,18
575,19
6,18
554,19
575,18
792,18
68,19
726,17
906,19
299,20
483,20
97,19
217,19
780,19
842,19
373,18
209,19
843,18
936,20
702,19
819,18
260,19
690,19
198,19
596,17
387,19
-1,18
556,18
339,18
969,18
774,19
230,18
864,18
594,19
292,20
464,19
95,19
698,20
277,19
534,19
945,19
934,20
558,19
176,20
968,18
730,19
777,19
894,19
133,19
56,19
682,18
296,18
66,18
801,19
872,18
457,19
276,18
743,20
860,19
532,19
854,19
838,19
773,18
65,19
286,18
806,18
466,19
351,19
696,18
210,19
38,18
185,20
154,20
673,19
214,19
674,19
217,19
992,19
548,19
447,19
493,20
490,19
947,19
960,19
365,19
350,19
725,20
965,20
817,19
882,19
-1,18
338,19
288,19
662,19
24,20
978,20
201,18
681,19
691,19
974,19
652,19
347,18
895,19
467,18
229,19
38,19
507,19
-1,19
312,19
608,18
842,18
618,19
-1,19
605,19
298,19
399,19
411,19
410,19
423,19
627,19
311,18
974,19
542,19
726,18
312,19
448,18
305,20
542,19
603,19
879,18
116,19
21,18
973,18
156,19
188,18
213,18
696,20
835,19
238,18
667,18
368,19
120,19
371,20
217,20
688,19
777,19
620,18
634,20
58,18
317,19
319,19
227,17
566,19
43,19
722,18
934,19
449,19
593,18
755,19
474,19
256,19
736,19
75,19
85,19
151,19
-1,18
119,19
748,18
417,19
325,19
872,18
268,18
614,19
841,19
224,19
563,19
513,19
820,18
836,19
441,19
217,20
608,18
395,19
908,19
745,20
862,18
100,19
439,19
256,19
205,19
763,19
84,19
539,19
168,18
353,19
705,19
744,19
278,20
530,18
583,18
545,19
991,19
538,19
382,18
677,20
826,20
637,20
563,19
76,20
633,20
217,19
81,19
786,18
89,19
927,20
488,19
960,19
991,19
254,19
101,18
982,18
552,19
264,19
243,19
857,19
612,19
99,19
518,18
253,19
210,18
802,19
706,18
551,19
33,18
831,20
-1,18
213,19
556,19
-1,19
451,19
487,19
22,20
-1,18
163,19
538,19
619,18
571,19
425,19
936,19
929,18
866,19
366,19
627,19
3,18
432,19
-1,19
473,19
781,18
355,19
1000,18
17,19
277,20
142,20
672,19
609,18
-1,19
139,19
143,18
290,19
987,19
124,19
568,18
11,19
856,20
404,19
262,19
47,19
173,19
79,19
973,20
463,18
455,19
836,19
350,19
464,19
678,18
297,19
831,19
576,19
656,19
732,20
625,19
610,19
873,19
725,18
166,19
923,19
204,19
931,19
203,19
858,18
663,19
3,20
233,19
743,20
993,19
329,19
269,19
757,19
-1,19
707,19
262,18
508,19
500,19
16,18
429,18
628,19
636,19
983,18
879,19
496,19
614,19
406,18
-1,18
34,19
843,20
582,19
535,19
945,19
323,19
778,19
85,18
-1,18
397,19
929,19
663,19
304,19
683,18
936,18
139,20
895,19
144,19
495,19
998,19
-1,18
530,20
832,19
710,18
325,19
336,18
942,19
887,18
289,19
214,19
927,19
206,20
192,19
116,19
623,20
588,19
721,19
731,18
-1,18
722,19
21,19
45,18
87,19
708,19
967,18
799,18
38,20
750,20
343,19
733,18
384,18
413,18
296,19
206,19
146,19
915,18
551,19
140,19
865,19
680,18
882,19
639,18
140,19
269,20
175,19
-1,18
130,18
731,18
923,19
-1,19
59,18
507,18
647,19
48,19
503,19
123,19
959,19
117,19
44,19
957,18
857,20
777,19
629,18
874,19
219,18
927,18
478,19
940,19
