1790308,130
1481738,194
1655245,290
192370,356
1335611,845
65400,97
274291,176
1180207,526
1495098,755
1180972,819
317550,415
1050540,351
440862,753
670113,571
1886108,947
1346060,394
1318820,711
1440694,205
1265283,304
1473946,27
206206,329
367035,968
546688,641
1727924,174
258754,504
1720658,199
844043,647
134871,788
1895938,55
966100,837
139662,746
1269310,363
151405,301
929848,561
1277448,742
275240,717
1059391,232
1854613,198
785239,448
1669504,196
1372670,932
527686,163
687356,210
1679605,343
368410,282
1310453,322
141992,323
1933177,415
1606949,818
1402915,545
1077374,687
765829,26
1395457,282
1075337,532
577147,584
1831229,923
1516843,113
256647,999
170800,167
1186076,703
720584,977
17198,185
1267200,734
648521,236
843465,521
1939769,932
110000,659
420766,592
1100135,344
506388,87
1813692,522
1349362,371
1689632,319
1583536,603
783745,636
1468833,861
558260,479
65870,103
1230223,691
682946,625
1112968,733
1600318,132
1797805,712
1032670,67
1262490,333
767246,402
822567,586
280145,766
572184,85
1809815,662
1097814,735
312319,997
456424,589
1561256,556
1700397,563
1626189,95
7688,476
1000354,286
584390,553
959723,41
612774,757
1519768,856
1052637,804
1935978,119
1451370,868
428713,385
1506378,976
1406271,111
259994,893
1475232,21
1107733,350
707166,244
1203551,115
1610945,850
1211029,378
1435711,636
349450,16
131391,929
1328971,960
1315914,843
1158141,691
1962192,618
198982,890
1610494,447
299069,421
1412136,102
586859,866
648156,857
605107,318
1931795,204
297406,689
986950,810
551483,869
1096520,670
689009,646
1370250,640
1839852,230
1748015,213
644048,66
1875992,802
320966,787
950586,413
1962229,857
1654775,535
865233,709
1958023,62
1440564,857
1732552,625
1973473,617
1060053,625
1927051,716
510873,843
1946434,808
179728,806
219911,371
222912,998
1787553,268
972107,70
1188088,413
885488,885
190363,545
565980,640
99681,129
382241,181
1439519,822
42826,364
188155,727
181981,592
1207753,69
1886199,208
1560591,360
271870,943
98392,632
880763,834
1065008,904
727802,185
359865,407
635809,938
1111295,560
1358670,667
1647444,880
141998,159
1629671,956
1746951,345
996030,2
506761,672
667010,273
518621,817
704307,177
1055729,435
1320717,326
1334321,521
798634,772
1610202,546
1040442,452
34314,293
175587,575
783081,694
1860826,547
1519426,999
1380919,420
1302976,534
960487,69
84403,128
83979,208
1365168,778
1100812,5
1796090,310
1238711,155
972963,905
785848,829
482283,707
702489,924
1474951,14
1141282,568
1247697,652
1176390,593
1504678,165
1411399,34
1002010,590
234943,624
268144,875
1337871,531
1428738,847
724047,124
1887186,930
1922859,631
1598030,300
1299505,114
1189774,318
1211429,597
1181758,958
1010587,287
1129271,768
997683,332
501216,241
1374307,222
717569,599
1393058,376
1566673,824
1086049,95
1082343,506
1665138,867
1608042,504
1613055,270
1485311,200
375908,151
1238307,494
1277353,576
1780345,416
761057,116
1392813,503
391902,526
467432,313
1154794,533
1792973,338
1626900,925
92965,512
1583209,349
1629289,609
1105375,67
928775,106
1981716,892
411087,696
400999,366
597509,226
236728,884
1956151,385
1956231,942
377777,799
289153,280
1401082,997
1660283,385
1517815,437
918113,248
12477,831
1702881,543
350351,339
485844,458
1860884,328
186748,26
1486563,626
1362988,895
973591,708
510662,511
1905255,23
388482,820
869022,405
926748,243
1111627,873
1289193,271
1085660,493
909099,618
1744057,998
1033966,932
177966,241
968609,128
1046673,448
1034282,294
574456,927
1384815,207
1998200,464
1413156,820
888572,290
1968498,610
1613502,213
585453,289
1958499,172
926406,888
1202928,652
1293210,992
31427,416
862001,256
1149795,965
1989298,109
1629680,665
1021992,345
822909,463
863171,578
1242772,782
95559,975
551736,847
1656695,980
175436,34
671449,272
1076893,331
1613443,797
539629,9
1249108,439
1682061,550
127246,531
1555820,523
499535,293
1505436,723
518969,994
868637,993
398272,121
610738,654
1775801,157
1837514,700
429840,971
1718166,479
1253817,488
540937,168
311935,444
981763,905
1388689,616
932305,258
1929644,988
1067851,269
1214728,935
304627,241
251825,478
456465,643
406489,119
957902,829
213555,381
1852448,487
362871,985
344679,47
1552534,834
257310,200
1723068,932
712589,552
188607,425
432302,787
458786,455
1445314,962
1489424,62
851739,424
1249669,916
1050207,553
29644,868
121943,321
1628226,430
71681,566
1270490,152
372832,987
1966129,510
1397862,15
